This list contains all games supported by FinalBurn Neo.

6907 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| 88games	|  	| '88 Games						| 		| 1988	| Konami	| GX861		| 					| 861m01.k18| src/burn/drv/konami/d_88games.cpp|
| birdiy	|  	| Birdiy						| 		| 1982	| Mama Top	| Pac-man	| 					| a6.6a| src/burn/drv/pre90s/d_pacman.cpp|
| bishi		|  	| Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players)| 	| 1996	| Konami	| Miscellaneous	| Imperfect gfx (one gfx rom bad, bad pr| 575jaa05.12e| src/burn/drv/konami/d_bishi.cpp|
| blkdrgonb	|  	| Black Dragon (bootleg)				| blktiger	| 1987	| bootleg	| Miscellaneous	| 					| a1| src/burn/drv/pre90s/d_blktiger.cpp|
| blkdrgon	|  	| Black Dragon (Japan)					| blktiger	| 1987	| Capcom	| Miscellaneous	| 					| bd_01.5e| src/burn/drv/pre90s/d_blktiger.cpp|
| blkheart	|  	| Black Heart						| 		| 1991	| UPL		| NMK16		| 					| blkhrt.7| src/burn/drv/pst90s/d_nmk16.cpp|
| blkheartj	|  	| Black Heart (Japan)					| blkheart	| 1991	| UPL		| NMK16		| 					| 7.bin| src/burn/drv/pst90s/d_nmk16.cpp|
| blkhole	|  	| Black Hole						| 		| 1981	| TDS		| Galaxian	| 					| bh1| src/burn/drv/galaxian/d_galaxian.cpp|
| blkpnthr	|  	| Black Panther						| 		| 1987	| Konami	| GX604		| 					| 604-f02.18b| src/burn/drv/konami/d_nemesis.cpp|
| blktiger	|  	| Black Tiger						| 		| 1987	| Capcom	| Miscellaneous	| 					| bdu-01a.5e| src/burn/drv/pre90s/d_blktiger.cpp|
| blktigerb1	|  	| Black Tiger (bootleg set 1)				| blktiger	| 1987	| bootleg	| Miscellaneous	| 					| btiger1.f6| src/burn/drv/pre90s/d_blktiger.cpp|
| blktigerb2	|  	| Black Tiger (bootleg set 2)				| blktiger	| 1987	| Capcom	| Miscellaneous	| 					| 1.bin| src/burn/drv/pre90s/d_blktiger.cpp|
| blktigera	|  	| Black Tiger (older)					| blktiger	| 1987	| Capcom	| Miscellaneous	| 					| bdu-01.5e| src/burn/drv/pre90s/d_blktiger.cpp|
| blktigerb3	|  	| Black Tiger / Black Dragon (mixed bootleg?)		| blktiger	| 1987	| Capcom	| Miscellaneous	| 					| 1.5e| src/burn/drv/pre90s/d_blktiger.cpp|
| blackt96	|  	| Black Touch '96					| 		| 1996	| D.G.R.M.	| Miscellaneous	| Game is glitchy (very poor quality)! T| 3| src/burn/drv/pst90s/d_blackt96.cpp|
| bwidow	|  	| Black Widow						| 		| 1982	| Atari		| Miscellaneous	| 					| 136017-107.l7| src/burn/drv/pre90s/d_bwidow.cpp|
| bwidowp	| D NW	| Black Widow (prototype)				| bwidow	| 1982	| Atari		| Miscellaneous	| 					| vg4800| src/burn/drv/pre90s/d_bwidow.cpp|
| bmaster	|  	| Blade Master (World)					| 		| 1991	| Irem		| Irem M92	| 					| bm_d-h0-b.5m| src/burn/drv/irem/d_m92.cpp|
| bladestle	|  	| Blades of Steel (version E, Trackball)		| bladestl	| 1987	| Konami	| GX797		| 					| 797-e01.19c| src/burn/drv/konami/d_bladestl.cpp|
| bladestll	|  	| Blades of Steel (version L, Trackball)		| bladestl	| 1987	| Konami	| GX797		| 					| 797-l01.19c| src/burn/drv/konami/d_bladestl.cpp|
| bladestl	|  	| Blades of Steel (version T, Joystick)			| 		| 1987	| Konami	| GX797		| 					| 797-t01.19c| src/burn/drv/konami/d_bladestl.cpp|
| blandia	|  	| Blandia						| 		| 1992	| Allumer	| Seta		| 					| ux001001.u3| src/burn/drv/pst90s/d_seta.cpp|
| blandiap	|  	| Blandia (prototype)					| blandia	| 1992	| Allumer	| Seta		| 					| prg-even.bin| src/burn/drv/pst90s/d_seta.cpp|
| blastoff	|  	| Blast Off (Japan)					| 		| 1989	| Namco		| System 1	| 					| bo1-snd0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| blaster	|  	| Blaster						| 		| 1983	| Williams / Vid| Miscellaneous	| 					| 16.ic39| src/burn/drv/pre90s/d_williams.cpp|
| blstroidg	|  	| Blasteroids (German, rev 2)				| blstroid	| 1987	| Atari Games	| Miscellaneous	| 					| 136057-2223.6c| src/burn/drv/atari/d_blstroid.cpp|
| blstroid2	|  	| Blasteroids (rev 2)					| blstroid	| 1987	| Atari Games	| Miscellaneous	| 					| 136057-2123.6c| src/burn/drv/atari/d_blstroid.cpp|
| blstroid3	|  	| Blasteroids (rev 3)					| blstroid	| 1987	| Atari Games	| Miscellaneous	| 					| 136057-3123.6c| src/burn/drv/atari/d_blstroid.cpp|
| blstroid	|  	| Blasteroids (rev 4)					| 		| 1987	| Atari Games	| Miscellaneous	| 					| 136057-4123.6c| src/burn/drv/atari/d_blstroid.cpp|
| blstroidh	|  	| Blasteroids (with heads)				| blstroid	| 1987	| Atari Games	| Miscellaneous	| 					| eheadh0.c6| src/burn/drv/atari/d_blstroid.cpp|
| blasto	|  	| Blasto						| 		| 1978	| Gremlin	| Miscellaneous	| 					| 316-0089.u2| src/burn/drv/pre90s/d_blockade.cpp|
| blazeonj	|  	| Blaze On (Japan)					| blazeon	| 1992	| A.I (Atlus lic| Kaneko16	| 					| bz_prg1.u80| src/burn/drv/pst90s/d_kaneko16.cpp|
| blazeon	|  	| Blaze On (World)					| 		| 1992	| A.I (Atlus lic| Kaneko16	| 					| bz-prg1.u80| src/burn/drv/pst90s/d_kaneko16.cpp|
| blazer	|  	| Blazer (Japan)					| 		| 1987	| Namco		| System 1	| 					| bz1_s0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| blazstar	|  	| Blazing Star						| 		| 1998	| Yumekobo	| Neo Geo MVS	| 					| 239-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| blzntrnd	|  	| Blazing Tornado					| 		| 1994	| Human Amusemen| Miscellaneous	| 					| 1k.bin| src/burn/drv/pst90s/d_metro.cpp|
| arkblock	|  	| Block (Game Corporation bootleg, set 1)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| ark-6.bin| src/burn/drv/taito/d_arkanoid.cpp|
| arkbloc2	|  	| Block (Game Corporation bootleg, set 2)		| arkanoid	| 1986	| bootleg	| Arkanoid	| 					| block01.bin| src/burn/drv/taito/d_arkanoid.cpp|
| blockbl	|  	| Block Block (bootleg)					| block		| 1991	| bootleg	| Miscellaneous	| 					| m7.l6| src/burn/drv/pre90s/d_mitchell.cpp|
| blockj	|  	| Block Block (Japan 910910)				| block		| 1991	| Capcom	| Miscellaneous	| 					| blj_05.14f| src/burn/drv/pre90s/d_mitchell.cpp|
| blockr2	|  	| Block Block (World 910910)				| block		| 1991	| Capcom	| Miscellaneous	| 					| ble_05.14f| src/burn/drv/pre90s/d_mitchell.cpp|
| blockr1	|  	| Block Block (World 911106 Joystick)			| block		| 1991	| Capcom	| Miscellaneous	| 					| ble_05a.14f| src/burn/drv/pre90s/d_mitchell.cpp|
| block		|  	| Block Block (World 911219 Joystick)			| 		| 1991	| Capcom	| Miscellaneous	| 					| ble_05b.14f| src/burn/drv/pre90s/d_mitchell.cpp|
| blockcar	|  	| Block Carnival / Thunder & Lightning 2		| 		| 1992	| Visco		| Seta		| 					| u1.a1| src/burn/drv/pst90s/d_seta.cpp|
| blockgal	|  	| Block Gal (MC-8123B, 317-0029)			| 		| 1987	| Sega / Vic Tok| System 1	| 					| bg.116| src/burn/drv/sega/d_sys1.cpp|
| blockhl	|  	| Block Hole						| 		| 1989	| Konami	| GX973		| 					| 973l02.e21| src/burn/drv/konami/d_blockhl.cpp|
| blockout3	|  	| Block Out (Europe and Oceania)			| blockout	| 1989	| Technos Japan | Miscellaneous	| 					| blockout-1-27c010-ic81.bin| src/burn/drv/pre90s/d_blockout.cpp|
| blockoutj	|  	| Block Out (Japan)					| blockout	| 1989	| Technos Japan | Miscellaneous	| 					| 2.bin| src/burn/drv/pre90s/d_blockout.cpp|
| blockout	|  	| Block Out (set 1)					| 		| 1989	| Technos Japan | Miscellaneous	| 					| bo29a0-2.bin| src/burn/drv/pre90s/d_blockout.cpp|
| blockout2	|  	| Block Out (set 2)					| blockout	| 1989	| Technos Japan | Miscellaneous	| 					| 29a0| src/burn/drv/pre90s/d_blockout.cpp|
| blockade	|  	| Blockade						| 		| 1976	| Gremlin	| Miscellaneous	| 					| 316-0004.u2| src/burn/drv/pre90s/d_blockade.cpp|
| blkbustr	|  	| BlockBuster						| mrjong	| 1983	| Kiwako (ECI li| Miscellaneous	| 					| 6a.bin| src/burn/drv/pre90s/d_mrjong.cpp|
| blocken	|  	| Blocken (Japan)					| 		| 1994	| Visco / KID	| Miscellaneous	| 					| ic31j.bin| src/burn/drv/pst90s/d_shangha3.cpp|
| blmbycar	|  	| Blomby Car						| 		| 1994	| ABM & Gecas	| Miscellaneous	| 					| bcrom4.bin| src/burn/drv/pst90s/d_blmbycar.cpp|
| blmbycaru	|  	| Blomby Car (not encrypted)				| blmbycar	| 1994	| ABM & Gecas	| Miscellaneous	| 					| bc_rom4| src/burn/drv/pst90s/d_blmbycar.cpp|
| bloodbroja	|  	| Blood Bros. (Japan)					| bloodbro	| 1990	| TAD Corporatio| Miscellaneous	| 					| 2j.u021.7n| src/burn/drv/pst90s/d_bloodbro.cpp|
| bloodbroj	|  	| Blood Bros. (Japan, rev A)				| bloodbro	| 1990	| TAD Corporatio| Miscellaneous	| 					| 2j_a.u021.7n| src/burn/drv/pst90s/d_bloodbro.cpp|
| bloodbrok	|  	| Blood Bros. (Korea)					| bloodbro	| 1990	| TAD Corporatio| Miscellaneous	| 					| 2k.u021.7n| src/burn/drv/pst90s/d_bloodbro.cpp|
| bloodbrou	|  	| Blood Bros. (US)					| bloodbro	| 1990	| TAD Corporatio| Miscellaneous	| 					| 2u.u021.7n| src/burn/drv/pst90s/d_bloodbro.cpp|
| bloodbro	|  	| Blood Bros. (World?)					| 		| 1990	| TAD Corporatio| Miscellaneous	| 					| 2.u021.7n| src/burn/drv/pst90s/d_bloodbro.cpp|
| bloodstm10	|  	| Blood Storm (v1.04)					| bloodstm	| 1994	| Strata/Incredi| Miscellaneous	| 					| bld00_v10.u83| src/burn/drv/pst90s/d_itech32.cpp|
| bloodstm11	|  	| Blood Storm (v1.10)					| bloodstm	| 1994	| Strata/Incredi| Miscellaneous	| 					| bld00_v11.u83| src/burn/drv/pst90s/d_itech32.cpp|
| bloodstm21	|  	| Blood Storm (v2.10)					| bloodstm	| 1994	| Strata/Incredi| Miscellaneous	| 					| bld00_v21.u83| src/burn/drv/pst90s/d_itech32.cpp|
| bloodstm22	|  	| Blood Storm (v2.20)					| bloodstm	| 1994	| Strata/Incredi| Miscellaneous	| 					| bld00_v22.u83| src/burn/drv/pst90s/d_itech32.cpp|
| bloodstm	|  	| Blood Storm (v2.22)					| 		| 1994	| Strata/Incredi| Miscellaneous	| 					| bld00_v222.u83| src/burn/drv/pst90s/d_itech32.cpp|
| bloodwar	|  	| Blood Warrior						| 		| 1994	| Kaneko	| Kaneko16	| 					| ofp0f3.514| src/burn/drv/pst90s/d_kaneko16.cpp|
| bloxeedd	|  	| Bloxeed (Japan, FD1094 317-0139 decrypted)		| bloxeed	| 1990	| Sega		| System 18	| 					| bootleg_epr-12911.a6| src/burn/drv/sega/d_sys18.cpp|
| bloxeed	|  	| Bloxeed (Japan, FD1094 317-0139)			| 		| 1990	| Sega		| System 18	| 					| epr-12911.a6| src/burn/drv/sega/d_sys18.cpp|
| blox16b	|  	| Bloxeed (System 16B, PS2 data file)			| bloxeed	| 2008	| Sega		| System 16B	| 					| bs16b.p00| src/burn/drv/sega/d_sys16b.cpp|
| bluehawk	|  	| Blue Hawk						| 		| 1993	| Dooyong	| Miscellaneous	| 					| rom19| src/burn/drv/pst90s/d_dooyong.cpp|
| bluehawkn	|  	| Blue Hawk (NTC)					| bluehawk	| 1993	| Dooyong (NTC l| Miscellaneous	| 					| rom19| src/burn/drv/pst90s/d_dooyong.cpp|
| blueprntj	|  	| Blue Print (Jaleco)					| blueprnt	| 1982	| [Zilec Electro| Miscellaneous	| 					| bp-1j.1m| src/burn/drv/pre90s/d_blueprnt.cpp|
| blueprnt	|  	| Blue Print (Midway)					| 		| 1982	| [Zilec Electro| Miscellaneous	| 					| bp-1.1m| src/burn/drv/pre90s/d_blueprnt.cpp|
| bjourneyh	|  	| Blue's Journey / Raguy (ALH-001)			| bjourney	| 1990	| Alpha Denshi C| Neo Geo MVS	| 					| 022-hp1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| bjourney	|  	| Blue's Journey / Raguy (ALM-001)(ALH-001)		| 		| 1990	| Alpha Denshi C| Neo Geo MVS	| 					| 022-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| bwcasino	|  	| Boardwalk Casino					| 		| 1983	| EPOS Corporati| Pac-man	| 					| u_2_boardwalk_casino_pp09144.u2| src/burn/drv/pre90s/d_pacman.cpp|
| bbredux	|  	| Bobble Bobble ('bootleg redux' hack for Bobble Bobble PCB)| bublbobl	| 2013	| bootleg (Punji| Taito Misc	| 					| redux_bb3| src/burn/drv/taito/d_bublbobl.cpp|
| boblbobl	|  	| Bobble Bobble (bootleg of Bubble Bobble)		| bublbobl	| 1986	| bootleg	| Taito Misc	| 					| bb3| src/burn/drv/taito/d_bublbobl.cpp|
| bodyslam	|  	| Body Slam (8751 317-0015)				| 		| 1986	| Sega		| System 16A	| 					| epr-10066.b9| src/burn/drv/sega/d_sys16a.cpp|
| bogeyman	|  	| Bogey Manor						| 		| 1985	| Technos Japan	| Miscellaneous	| 					| j20.c14| src/burn/drv/pre90s/d_bogeyman.cpp|
| boggy84	|  	| Boggy '84						| 		| 1983	| Kaneko	| Miscellaneous	| 					| p1.d1| src/burn/drv/pre90s/d_fastfred.cpp|
| boggy84b	|  	| Boggy '84 (bootleg)					| boggy84	| 1983	| bootleg (Eddie| Miscellaneous	| 					| cpurom1.bin| src/burn/drv/pre90s/d_fastfred.cpp|
| bombbee	|  	| Bomb Bee						| 		| 1979	| Namco		| Miscellaneous	| 					| bombbee.1k| src/burn/drv/pre90s/d_warpwarp.cpp|
| bombjack	|  	| Bomb Jack (set 1)					| 		| 1984	| Tehkan	| Miscellaneous	| 					| 09_j01b.bin| src/burn/drv/pre90s/d_bombjack.cpp|
| bombjack2	|  	| Bomb Jack (set 2)					| bombjack	| 1984	| Tehkan	| Miscellaneous	| 					| 09_j01b.bin| src/burn/drv/pre90s/d_bombjack.cpp|
| bombjackt	|  	| Bomb Jack (Tecfri, Spain)				| bombjack	| 1984	| Tehkan (Tecfri| Miscellaneous	| 					| 9.1j| src/burn/drv/pre90s/d_bombjack.cpp|
| bombkick	|  	| Bomb Kick (set 1)					| 		| 1998	| Yun Sung	| Yun Sung 16 Bi| 					| bk_u33| src/burn/drv/pst90s/d_yunsun16.cpp|
| bombkicka	|  	| Bomb Kick (set 2)					| bombkick	| 1998	| Yun Sung	| Yun Sung 16 Bi| 					| u33.bin| src/burn/drv/pst90s/d_yunsun16.cpp|
| bomber	|  	| Bomber (bootleg of Scramble)				| scramble	| 1981	| bootleg	| Galaxian	| 					| 1.3l| src/burn/drv/galaxian/d_galaxian.cpp|
| bombrman	|  	| Bomber Man (Japan)					| dynablst	| 1991	| Irem (licensed| Irem M90	| 					| bbm-p1.ic62| src/burn/drv/irem/d_m90.cpp|
| bbmanwj	|  	| Bomber Man World (Japan)				| bbmanw	| 1992	| Irem		| Irem M90	| 					| bbm2-h0.ic77| src/burn/drv/irem/d_m90.cpp|
| bbmanwja	|  	| Bomber Man World (Japan, revised sound hardware)	| bbmanw	| 1992	| Irem		| Irem M90	| 					| bbm2-h0.ic77| src/burn/drv/irem/d_m90.cpp|
| bbmanw	|  	| Bomber Man World / New Dyna Blaster - Global Quest	| 		| 1992	| Irem		| Irem M90	| 					| bbm2-h0-b.ic77| src/burn/drv/irem/d_m90.cpp|
| bjtwinp	|  	| Bombjack Twin (prototype? with adult pictures, set 1)	| bjtwin	| 1993	| NMK		| NMK16		| 					| ic76| src/burn/drv/pst90s/d_nmk16.cpp|
| bjtwinpa	|  	| Bombjack Twin (prototype? with adult pictures, set 2)	| bjtwin	| 1993	| NMK		| NMK16		| 					| ic76.bin| src/burn/drv/pst90s/d_nmk16.cpp|
| bjtwin	|  	| Bombjack Twin (set 1)					| 		| 1993	| NMK		| NMK16		| 					| 93087-1.bin| src/burn/drv/pst90s/d_nmk16.cpp|
| bjtwina	|  	| Bombjack Twin (set 2)					| bjtwin	| 1993	| NMK		| NMK16		| 					| 93087.1| src/burn/drv/pst90s/d_nmk16.cpp|
| bnzabrosj	|  	| Bonanza Bros (Japan, Floppy DS3-5000-07b Based)	| bnzabros	| 1990	| Sega		| System 24	| 					| epr-12187.ic2| src/burn/drv/sega/d_sys24.cpp|
| bnzabros	|  	| Bonanza Bros (US, Floppy DS3-5000-07d? Based)		| 		| 1990	| Sega		| System 24	| 					| epr-12187.ic2| src/burn/drv/sega/d_sys24.cpp|
| bcrusher	|  	| Bone Crusher						| kncljoe	| 1985	| bootleg	| Miscellaneous	| 					| bcrush1.bin| src/burn/drv/pre90s/d_kncljoe.cpp|
| bongo		|  	| Bongo							| 		| 1983	| Jetsoft	| Galaxian	| 					| bg1.bin| src/burn/drv/galaxian/d_galaxian.cpp|
| bonzeadvu	|  	| Bonze Adventure (US)					| bonzeadv	| 1988	| Taito America | Taito Misc	| 					| b41-09-1.17| src/burn/drv/taito/d_asuka.cpp|
| bonzeadv	|  	| Bonze Adventure (World, Newer)			| 		| 1988	| Taito Corporat| Taito Misc	| 					| b41-09-1.17| src/burn/drv/taito/d_asuka.cpp|
| bonzeadvo	|  	| Bonze Adventure (World, Older)			| bonzeadv	| 1988	| Taito Corporat| Taito Misc	| 					| b41-09.17| src/burn/drv/taito/d_asuka.cpp|
| bonzeadvp	|  	| Bonze Adventure (World, prototype)			| bonzeadv	| 1988	| Taito Corporat| Taito Misc	| 					| 0l.ic17| src/burn/drv/taito/d_asuka.cpp|
| boobhack	|  	| Booby Kids (Italian manufactured graphic hack / bootleg of Kid no Hore Hore Daisakusen (bootleg))| horekid| 1987| bootleg| Miscellaneous| 				| 1-c.bin| src/burn/drv/pre90s/d_terracre.cpp|
| boogwinga	|  	| Boogie Wings (Asia v1.5, 92.12.07)			| boogwing	| 1992	| Data East Corp| DECO IC16	| 					| km_00-2.2b| src/burn/drv/dataeast/d_boogwing.cpp|
| boogwing	|  	| Boogie Wings (Euro v1.5, 92.12.07)			| 		| 1992	| Data East Corp| DECO IC16	| 					| kn_00-2.2b| src/burn/drv/dataeast/d_boogwing.cpp|
| boogwingu	|  	| Boogie Wings (USA v1.7, 92.12.14)			| boogwing	| 1992	| Data East Corp| DECO IC16	| 					| kl_00.2b| src/burn/drv/dataeast/d_boogwing.cpp|
| boomrang	|  	| Boomer Rang'r / Genesis (set 1)			| 		| 1983	| Data East Corp| Miscellaneous	| 					| bp13.9k| src/burn/drv/dataeast/d_liberate.cpp|
| boomranga	|  	| Boomer Rang'r / Genesis (set 2)			| boomrang	| 1983	| Data East Corp| Miscellaneous	| 					| bp12-2| src/burn/drv/dataeast/d_liberate.cpp|
| boonggab	|  	| Boong-Ga Boong-Ga (Spank'em!)				| 		| 2001	| Taff System	| Miscellaneous	| 					| 1.rom1| src/burn/drv/pst90s/d_vamphalf.cpp|
| brdrlinb	| D	| Borderline (Karateco bootleg)				| brdrline	| 1981	| bootleg (Karat| Vic Dual	| No sound				| border1.33| src/burn/drv/pre90s/d_vicdual.cpp|
| brdrlins	| D	| Borderline (Sidam bootleg)				| brdrline	| 1981	| bootleg (Sidam| Vic Dual	| No sound				| 1.33| src/burn/drv/pre90s/d_vicdual.cpp|
| brdrlinet	| D NW	| Borderline (Tranquillizer Gun conversion)		| brdrline	| 1981	| Sega		| Vic Dual	| No sound				| 1171a.u33| src/burn/drv/pre90s/d_vicdual.cpp|
| brdrline	| D	| Borderline						| 		| 1981	| Sega		| Vic Dual	| No sound				| b1.bin| src/burn/drv/pre90s/d_vicdual.cpp|
| botanic	|  	| Botanic (English / Spanish)				| 		| 1983	| Itisa		| Miscellaneous	| 					| 5.9e| src/burn/drv/pre90s/d_bagman.cpp|
| botanicf	|  	| Botanic (French)					| botanic	| 1984	| Itisa (Valadon| Miscellaneous	| 					| bota_05.9e| src/burn/drv/pre90s/d_bagman.cpp|
| bottom9n	|  	| Bottom of the Ninth (ver. N)				| bottom9	| 1989	| Konami	| GX891		| 					| 891n03.k17| src/burn/drv/konami/d_bottom9.cpp|
| bottom9	|  	| Bottom of the Ninth (ver. T)				| 		| 1989	| Konami	| GX891		| 					| 891n03.k17| src/burn/drv/konami/d_bottom9.cpp|
| cbdash	|  	| Boulder Dash (DECO Cassette) (US)			| 		| 1985	| Data East Corp| Cassette Syste| 					| cbdash.cas| src/burn/drv/dataeast/d_decocass.cpp|
| bouldashj	|  	| Boulder Dash / Boulder Dash Part 2 (Japan)		| bouldash	| 1990	| Data East Corp| DEC0		| 					| fn-15-1.17l| src/burn/drv/dataeast/d_dec0.cpp|
| bouldash	|  	| Boulder Dash / Boulder Dash Part 2 (World)		| 		| 1990	| Data East Corp| DEC0		| 					| fw-15-2.17l| src/burn/drv/dataeast/d_dec0.cpp|
| bballs	|  	| Bouncing Balls					| 		| 1991	| Comad		| Miscellaneous	| 					| bb12.m17| src/burn/drv/pst90s/d_pushman.cpp|
| bballsa	|  	| Bouncing Balls (Adult)				| bballs	| 1991	| Comad		| Miscellaneous	| 					| 12.ic212| src/burn/drv/pst90s/d_pushman.cpp|
| bowlrama	|  	| Bowl-O-Rama						| 		| 1991	| P&P Marketing	| Miscellaneous	| 					| bowl-o-rama_rev_1.0_u6.u6| src/burn/drv/pre90s/d_capbowl.cpp|
| chf_bowling	|  	| Bowling						| 		| 1978	| Fairchil	| Channel F	| 					| bowling.bin| src/burn/drv/channelf/d_channelf.cpp|
| boxyboya	|  	| Boxy Boy (SB?)					| boxyboy	| 1990	| Namco		| System 1	| 					| sb1_snd0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| boxyboy	|  	| Boxy Boy (World, SB2)					| 		| 1990	| Namco		| System 1	| 					| sb1_snd0.bin| src/burn/drv/pre90s/d_namcos1.cpp|
| bradley	|  	| Bradley Trainer					| 		| 1980	| Atari		| Miscellaneous	| GFX/Sound Issues			| btc1.bin| src/burn/drv/pre90s/d_bzone.cpp|
| brain		|  	| Brain							| 		| 1986	| Coreland / Seg| System 1	| 					| brain.1| src/burn/drv/sega/d_sys1.cpp|
| brkthru	|  	| Break Thru (US)					| 		| 1986	| Data East USA	| Miscellaneous	| 					| brkthru.1| src/burn/drv/dataeast/d_brkthru.cpp|
| breakers	|  	| Breakers						| 		| 1996	| Visco		| Neo Geo MVS	| 					| 230-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| breakrev	|  	| Breakers Revenge					| 		| 1998	| Visco		| Neo Geo MVS	| 					| 245-p1.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| breakrevbh	|  	| Breakers Revenge (Boss Hack)				| breakrev	| 1998	| hack		| Neo Geo MVS	| 					| 245-p1bh.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| brkrevext	|  	| Breakers Revenge - Extra Mode (Hack)			| breakrev	| 2018	| Visco		| Neo Geo MVS	| 					| 245-p1ext.p1| src/burn/drv/neogeo/d_neogeo.cpp|
| breywood	|  	| Breywood (Japan revision 2)				| shackled	| 1986	| Data East Corp| DEC8		| 					| dj02-2.13h| src/burn/drv/dataeast/d_dec8.cpp|
| brix		|  	| Brix							| zzyzzyxx	| 1982	| Cinematronics | Jack the Giant| 					| a| src/burn/drv/pre90s/d_jack.cpp|
| bubl2000	|  	| Bubble 2000						| 		| 1998	| Afega (Tuning | NMK16		| 					| rom10.112| src/burn/drv/pst90s/d_nmk16.cpp|
| bubl2000a	|  	| Bubble 2000 V1.2					| bubl2000	| 1998	| Afega (Tuning | NMK16		| 					| b-2000_n_v1.2.112| src/burn/drv/pst90s/d_nmk16.cpp|
| bub68705	|  	| Bubble Bobble (boolteg with 68705, set 1)		| bublbobl	| 1986	| bootleg	| Taito Misc	| 					| 2.bin| src/burn/drv/taito/d_bublbobl.cpp|
| bub68705a	|  	| Bubble Bobble (boolteg with 68705, set 2)		| bublbobl	| 1986	| bootleg	| Taito Misc	| 					| 2.bin| src/burn/drv/taito/d_bublbobl.cpp|
| bublboblb	|  	| Bubble Bobble (for Bobble Bobble PCB)			| bublbobl	| 2013	| bootleg (Alada| Taito Misc	| 					| bbaladar.3| src/burn/drv/taito/d_bublbobl.cpp|
| bublbobl1	|  	| Bubble Bobble (Japan, Ver 0.0)			| bublbobl	| 1986	| Taito Corporat| Taito Misc	| 					| a78-06.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublbobl	|  	| Bubble Bobble (Japan, Ver 0.1)			| 		| 1986	| Taito Corporat| Taito Misc	| 					| a78-06-1.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublboblp	|  	| Bubble Bobble (prototype on Tokio hardware)		| bublbobl	| 1986	| Taito Corporat| Taito Misc	| 					| maincpu.ic4| src/burn/drv/taito/d_bublbobl.cpp|
| bublboblu	|  	| Bubble Bobble (Ultra Version, Hack)			| bublbobl	| 2011	| Hack (Penta Pe| Taito Misc	| 					| a78-06.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublboblr1	|  	| Bubble Bobble (US, Ver 1.0)				| bublbobl	| 1986	| Taito America | Taito Misc	| 					| a78-06.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublboblr	|  	| Bubble Bobble (US, Ver 5.1)				| bublbobl	| 1986	| Taito America | Taito Misc	| 					| a78-25.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublbob2p	|  	| Bubble Bobble II (Ver 0.0J 1993/12/13, prototype)	| bublbob2	| 1994	| Taito Corporat| Taito F3 Syste| 					| soft-3-8c9b.ic60| src/burn/drv/taito/d_taitof3.cpp|
| bublbob2o	|  	| Bubble Bobble II (Ver 2.5O 1994/10/05)		| bublbob2	| 1994	| Taito Corporat| Taito F3 Syste| 					| d90-12| src/burn/drv/taito/d_taitof3.cpp|
| bublbob2	|  	| Bubble Bobble II (Ver 2.6O 1994/12/16)		| 		| 1994	| Taito Corporat| Taito F3 Syste| 					| d90-21.ic20| src/burn/drv/taito/d_taitof3.cpp|
| bublcave10	|  	| Bubble Bobble: Lost Cave V1.0				| bublbobl	| 2013	| hack (Bisboch | Taito Misc	| 					| bublcave10-06.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublcave11	|  	| Bubble Bobble: Lost Cave V1.1				| bublbobl	| 2013	| hack (Bisboch | Taito Misc	| 					| bublcave10-06.51| src/burn/drv/taito/d_bublbobl.cpp|
| bublcave	|  	| Bubble Bobble: Lost Cave V1.2				| bublbobl	| 2013	| hack (Bisboch | Taito Misc	| 					| bublcave-06.51| src/burn/drv/taito/d_bublbobl.cpp|
| boblcave	|  	| Bubble Bobble: Lost Cave V1.2 (for Bobble Bobble PCB)	| bublbobl	| 2013	| hack (Bisboch | Taito Misc	| 					| lc12_bb3| src/burn/drv/taito/d_bublbobl.cpp|
| bubblemj	|  	| Bubble Memories: The Story Of Bubble Bobble III (Ver 2.3J 1996/02/07)| bubblem| 1995	| Taito Corporat| Taito F3 Syste| 					| e21-11.20| src/burn/drv/taito/d_taitof3.cpp|
